代號, 名稱,divavg, y18, y17, y16, y15, y14
3130, 一零四,8.784,8.51,9.6,10.81,8,7
3131, 弘塑,9.5,8,10,10,12,7.5
3141, 晶宏,0.802,1.51,1,0.57,0.31,0.62
3144, 新揚科,1.02,1,1.1,0.7,0.8,1.5
3147, 大綜,0.788,1.7,1.24,1, nan, nan
3149, 正達,0,0,0, nan, nan, nan
3152, 璟德,9.578,9.88,10.9,10.5,9.95,6.66
3162, 精確,0,0,0, nan, nan, nan
3163, 波若威,0.776,0.6,0,2.2, nan,1.08
3164, 景岳,0.3,1.5,0, nan, nan, nan
3167, 大量,2.1,3.5,2.5,1.5,1.5,1.5
3169, 亞信,1.56,2,1.8,1,1.5,1.5
3171, 新洲,0.22,0.5,0.35,0.25, nan, nan
3176, 基亞,0,0,0, nan, nan, nan
3178, 公準,0.87,1,1,2.35, nan, nan
3188, 鑫龍騰,0.1,0.5,0, nan, nan, nan
3189, 景碩,2.7,1.5,1.5,3,3.5,4
3191, 和進,0,0,0, nan, nan, nan
3202, 樺晟,0.08,0,0,0.2, nan,0.2
3205, 佰研,1.706,0,1.61,4,2.92, nan
3206, 志豐,1.06,1.6,1,1,1.2,0.5
3207, 耀勝,0,0,0, nan, nan, nan
3209, 全科,1.08,1,0.8,1.1,1.2,1.3
3211, 順達,3.5,3.5,2.5,3,3.5,5
3213, 茂訊,3.28,2.8,4,3.4,3.1,3.1
3217, 優群,1.97,3,2.55,2,1,1.3
3218, 大學光,1.02,1.25,1.2,0.5,1.1,1.05
3219, 倚強股份,0,0,0, nan, nan, nan
3221, 台嘉碩,0.84,0.42,0.48,1,1,1.3
3224, 三顧,0,0,0,0,0, nan
3226, 至寶電,1.8,3,2,2,2, nan
3227, 原相,3.128,5.27,4.47,0.5,2.4,3
3228, 金麗科,0,0,0,0, nan, nan
3229, 晟鈦,0,0,0, nan, nan, nan
3230, 錦明,0,0,0, nan, nan, nan
3231, 緯創,1.254,1.49,1.17,1.18,1.2,1.23
3232, 昱捷,0.44,0.2,0.1, nan,0.4,1.5
3234, 光環,1.712,0,0,1,5,2.56
3236, 千如,0.44,0.35,0.5,1.1,0.1,0.15
3252, 海灣,0.1,0.5,0, nan, nan, nan
3257, 虹冠電,1.71,4,0.5,0.65,0.65,2.75
3259, 鑫創,0,0,0, nan, nan, nan
3260, 威剛,2.644,0.2,6,4,0.5,2.52
3264, 欣銓,1.48,1.6,1.65,1.25,1.3,1.6
3265, 台星科,1.172,1.2,1.3,0.85,0.25,2.26
3266, 昇陽,0.3,0.5,0, nan, nan,1
3268, 海德威,0.02,0,0, nan, nan,0.1
3272, 東碩,1.998,1,1.35,1.49,1.77,4.38
3276, 宇環,0.22,0,0.2,0.5,0.1,0.3
3284, 太普高,0.548,0.3,1.04,0.7,0.7, nan
3285, 微端,0.892,1.2,0.46,1,1,0.8
3287, 廣寰科,0,0,0, nan, nan, nan
3288, 點晶,0,0,0, nan, nan, nan
3289, 宜特,1.972,0,1,1.98,4.88,2
3290, 東浦,0.62,1,0.3,0.3,1,0.5
3293, 鈊象,7.86,11,11,10,4.5,2.8
3294, 英濟,0.262,0.23,0.46,0.32,0.3, nan
3296, 勝德,0.52,1,0,1.2,0.1,0.3
3297, 杭特,0.68,0,0.5,0.3,0.8,1.8
3303, 岱稜,1.078,1.6,0.49,1.5,1.2,0.6
3305, 昇貿,1.484,1.03,1.03,2.36,1,2
3306, 鼎天,0.78,0.5,0.5,0.5,1,1.4
3308, 聯德,0,0,0, nan, nan, nan
3310, 佳穎,1.56,5,1.5,0.5,0.5,0.3
3311, 閎暉,0.372,0,0, nan,0.59,1.27
3312, 弘憶股,0.12,0.6,0, nan,0,0
3313, 斐成,0,0,0, nan, nan, nan
3317, 尼克森,0.24,0.7,0.5, nan, nan, nan
3321, 同泰,0.34,0,0, nan,1.7, nan
3322, 建舜電,0.124,0.25,0, nan, nan,0.37
3323, 加百裕,1.412,2.06,2,1,1,1
3324, 雙鴻,1.644,1.52,2.03,3.55,0.92,0.2
3325, 旭品,0.128,0,0,0.5,0.14, nan
3332, 幸康,2.41,2.2,3,2,2.2,2.65
3338, 泰碩,1.44,1.2,0.3,2.2,1.5,2
3339, 泰谷,0,0,0, nan, nan, nan
3346, 麗清,1.4,1.5,2.5,3, nan, nan
3354, 律勝,0.37,0.5,0.4,0.11,0.23,0.61
3356, 奇偶,2.078,0,0,0.99,4,5.4
3360, 尚立,0.846,0.4,0.4,1.17,1.26,1
3362, 先進光,0.368,0.5,0.03,0.3, nan,1.01
3363, 上詮,0.7,1.5,1,0.5, nan,0.5
3372, 典範,0,0,0, nan, nan, nan
3373, 熱映,0.612,0.5,0.3,0.16,1.4,0.7
3374, 精材,0.312,0,0, nan,0.5,1.06
3376, 新日興,3.498,3.99,2.5,3,4,4
3379, 彬台,0.12,0,0, nan, nan,0.6
3380, 明泰,0.948,1,1,1.04,0.5,1.2
3383, 新世紀,0,0,0, nan, nan, nan
3388, 崇越電,4.54,5.1,4.6,4,4,5
3390, 旭軟,1.18,1.1,1,1,0.8,2
3402, 漢科,1.756,3,2.45,2,0.85,0.48
3406, 玉晶光,1.4,3.5,3.5, nan, nan, nan
3413, 京鼎,4.4,7,6,4,4,1
3416, 融程電,3.12,2.6,2.5,3,3.5,4
3419, 譁裕,0.084,0,0,0.42, nan, nan
3426, 台興,1.2,2.5,1,2.5, nan, nan
3432, 台端,0.66,0.5,2,0.1,0.2,0.5
3434, 哲固,0.24,0.3,0,0.55,0.35, nan
3437, 榮創,0.8,0,0.6,0.35,1.5,1.55
3438, 類比科,0.456,0,0, nan,0.3,1.98
3441, 聯一光,0.96,1.5,1.5,1.2, nan,0.6
3443, 創意,3.9,5,5,3.5,3,3
3444, 利機,1,1,1,1,1,1
3450, 聯鈞,4.7,3,3,6.5,6.5,4.5
3454, 晶睿,3.95,2.5,4,4.75,4.5,4
3455, 由田,2.11,3,2.05,2.5,2.5,0.5
3465, 進泰電子,0,0,0, nan, nan, nan
3466, 致振,0.5,0,0,0.5,0.5,1.5
3479, 安勤,3.04,2.6,2.6,3.6,3.6,2.8
3481, 群創,0.372,0.06,0.8,0.1,0.2,0.7
3483, 力致,0.532,0.1,0.41,1.9,0.1,0.15
3484, 崧騰,1.998,1.3,1.9,2.1,2.1,2.59
3489, 森寶,0.132,0.3,0,0.36, nan, nan
3490, 單井,1.03,0.49,0.5,0.25,0.2,3.71
3491, 昇達科,3.926,3.4,3.85,4,4.3,4.08
3492, 長盛,1.218,1,1.2,1.7,1.3,0.89
3494, 誠研,0.058,0,0, nan, nan,0.29
3498, 陽程,1.096,0,0.5,0.5,2.28,2.2
3499, 環天科,0.13,0.35,0.3, nan, nan, nan
3501, 維熹,3.46,3.5,3.2,4,4,2.6
3504, 揚明光,0.508,0.5,0, nan,0.56,1.48
3508, 位速,0,0,0, nan, nan, nan
3511, 矽瑪,0.16,0,0,0,0.8, nan
3512, 皇龍,0,0,0, nan, nan, nan
3515, 華擎,3.3,4,4,2,2.5,4
3516, 亞帝歐,0,0,0, nan, nan, nan
3518, 柏騰,0.702,0,0,0.51,1,2
3520, 振維,0,0,0, nan, nan, nan
3521, 鴻翊,0,0,0, nan, nan, nan
3522, 御頂,0.1,0,0, nan, nan,0.5
3523, 迎輝,0,0,0, nan, nan, nan
3526, 凡甲,3.042,5.2,2.53,4.8,1.5,1.18
3527, 聚積,3.854,5,2.27,4,3.5,4.5
3528, 安馳,2.34,2.5,2.3,2.4,2.3,2.2
3529, 力旺,6.652,8,7.5,5.76,6,6
3530, 晶相光,1.096,2,2,1.48, nan, nan
3531, 先益,1.21,1.2,2,1.1,0.25,1.5
3532, 台勝科,2.77,9,2.08,0.67,1.1,1
3533, 嘉澤,5.64,8.7,5.5,4,4.5,5.5
3535, 晶彩科,0,0,0, nan, nan, nan
3536, 誠創,0,0,0,0, nan,0
3537, 堡達,1.56,2.4,1.8,1.2,1.2,1.2
3540, 曜越,0.97,1.5,1.3,1,0.35,0.7
3541, 西柏,4.4,4,5,4.5,4,4.5
3545, 敦泰,0.546,0.52,0.51,0.66,0.73,0.31
3546, 宇峻,2.296,4.3,3.1,3.58, nan,0.5
3548, 兆利,2.712,4.5,3.02,3.53,1.31,1.2
3550, 聯穎,1.2,1,1.5,1.5,1,1
3551, 世禾,1.66,1.6,1.2,1,2,2.5
3552, 同致,3.62,0,2,7.47,5.23,3.4
3555, 重鵬,0.26,0,1.2,0.1, nan, nan
3556, 禾瑞亞,3.7,3.3,4.1,3.1,3.7,4.3
3557, 嘉威,0,0,0, nan, nan, nan
3558, 神準,8.598,6.5,6,8,13,9.49
3562, 頂晶科,0,0,0,0, nan, nan
3563, 牧德,9.686,27,10,4.2,3.6,3.63
3564, 其陽,1.358,0,0,2,2.99,1.8
3567, 逸昌,1.62,2,2.3,2,1.1,0.7
3570, 大塚,2.956,3,1.28,3,3.5,4
3576, 聯合再生,0.04,0,0, nan, nan,0.2
3577, 泓格,1.4,0.7,1.5,2,1.3,1.5
3580, 友威科,1.02,2.1,3, nan, nan, nan
3581, 博磊,0.944,0.7,1,0.92,1,1.1
3583, 辛耘,1.808,2.5,2,2.02,1,1.52
3587, 閎康,3.192,3,2.5,3.5,2.96,4
3588, 通嘉,1.252,0.75,0.5,1.5,1.5,2.01
3591, 艾笛森,0.186,0.3,0, nan,0.32,0.31
3593, 力銘,0,0,0, nan, nan, nan
3594, 磐儀,0.318,0.1,0.2,0,0.2,1.09
3596, 智易,2.64,3.5,2,3.9,1.6,2.2
3605, 宏致,0.66,0.7,0.4,0.6,0.4,1.2
3607, 谷崧,2.23,0.5,0.8,1.5,4.2,4.15
3609, 東林,0.14,0.5,0.2, nan, nan, nan
3611, 鼎翰,9.8,10,10,10,10,9
3615, 安可,0.26,0.3,0.6,0.1,0.3, nan
3617, 碩天,4.756,5.3,5,4.75,4.5,4.23
3622, 洋華,0.16,0.5,0.3, nan, nan, nan
3623, 富晶通,3.622,2.5,3.19,4,5.42,3
3624, 光頡,1.14,1.2,0.5,0.5,2.5,1
3625, 西勝,0.4,1,1, nan, nan, nan
3628, 盈正,2.65,1.5,2.5,2,3.25,4
3629, 地心引力,0,0,0, nan, nan, nan
3630, 新鉅科,0,0,0, nan, nan, nan
3631, 晟楠,0,0,0, nan, nan, nan
3632, 研勤,0,0,0,0, nan, nan
3642, 駿熠電,0.074,0,0, nan, nan,0.37
3645, 達邁,1.24,1.5,1.5,1.2,0.5,1.5
3646, 艾恩特,0.998,1,1,0.99,1,1
3652, 精聯,0.702,0.7,0.7,0.61,0.7,0.8
3653, 健策,2.766,3.53,2,2,2.5,3.8
3661, 世芯-KY,0.746,1.53,1.07, nan,0.47,0.66
3663, 鑫科,0.4,0.4,0.5,0.6, nan,0.5
3664, 安瑞-KY,0,0,0, nan, nan, nan
3665, 貿聯-KY,6.222,7.5,6.83,6.31,5.5,4.97
3666, 光耀,1.26,0,1.3,1,1,3
3669, 圓展,0.458,0.4,0.4,0.88,0.2,0.41
3672, 康聯訊,1.306,0.3,0.6,1.83,1.8,2
3673, TPK-KY,0.694,0,3, nan, nan,0.47
3675, 德微,1.618,2,2,3.46,0.63, nan
3679, 新至陞,4.922,3,6.11,8,4,3.5
3680, 家登,0.376,0.25,0.25,0.37,0.51,0.5
3682, 亞太電,0,0,0, nan, nan, nan
3684, 榮昌,2.388,1.54,2.7,2.5,2.5,2.7
3685, 元創精密,0.2,0.6,0.4, nan, nan, nan
3686, 達能,0,0,0, nan, nan, nan
3687, 歐買尬,0,0,0, nan, nan, nan
3689, 湧德,2.18,1.2,2.3,1.6,1.5,4.3
3691, 碩禾,11.038,0,5,15.19,20,15
3693, 營邦,2.792,0,0,3,5.3,5.66
3694, 海華,0,0,0, nan, nan, nan
3698, 隆達,0.418,0.2,0.2, nan,0.63,1.06
3701, 大眾控,0,0,0, nan, nan, nan
3702, 大聯大,2.458,2.7,2.4,2.29,2.4,2.5
3703, 欣陸,0.5,0.9,0.6,0.5,0.5, nan
3704, 合勤控,0.07,0,0,0.2, nan,0.15
3705, 永信,2.04,2.2,2,1.5,2.5,2
3706, 神達,1.516,1.5,1.3,2.5,1.59,0.69
3707, 漢磊,0.03,0.15,0,0, nan, nan
3708, 上緯投控,1.6,5,1.99,1.01, nan, nan
3709, 鑫聯大投控,0.3,0.7,0.8, nan, nan, nan
3710, 連展投控,0,0,0, nan, nan, nan
3711, 日月光投控,1,2.5,2.5, nan, nan, nan
3712, 永崴投控,0,0, nan, nan, nan, nan
4102, 永日,0.06,0,0, nan, nan,0.3
4104, 佳醫,2.658,3,2.79,2.5,2.5,2.5
4105, 東洋,3.76,4.5,4.5,3.8,3.5,2.5
4106, 雃博,0.85,0.65,0.8,0.8,1,1
4107, 邦特,2.942,4,3.5,2,2.6,2.61
4108, 懷特,0,0,0, nan, nan, nan
4109, 加捷生醫,0.096,0,0,0.08,0.2,0.2
4111, 濟生,0.64,0.6,0.8,0.8,0.6,0.4
4113, 聯上,0.46,0.3,0.11,0.13,0.81,0.95
4114, 健喬,0.328,0.2,0.2,0.84,0.2,0.2
4116, 明基醫,0.91,1.35,1,0.7,1.5, nan
4119, 旭富,3.532,4.2,2.15,4.2,4,3.11
4120, 友華,1.9,1.8,2.5,1.8,1.8,1.6
4121, 優盛,0.08,0.1,0.3, nan, nan, nan
4123, 晟德,0.782,1.5,2.41,0,0,0
4126, 太醫,2.64,3.2,2.5,2.5,2.5,2.5
4127, 天良,0.2,0,0, nan,0.3,0.7
4128, 中天,0,0,0, nan, nan, nan
4129, 聯合,1.492,2,1.26,1.39,1.6,1.21
4130, 健亞,0.49,0.3,0.8,0.35,0.5,0.5
4131, 晶宇,0,0,0, nan, nan, nan
4133, 亞諾法,0.7,0.6,0.8,0.4,0.67,1.03
4137, 麗豐-KY,8.708,12,8.04,6.5,10,7
4138, 曜亞,3.448,3.15,3.4,3.56,3.63,3.5
4139, 馬光-KY,0,0,0, nan,0,0
4141, 龍燈-KY,0.38,0,0,1.2, nan,0.7
4142, 國光生,0,0,0, nan, nan, nan
4144, 康聯-KY,1.33,0.53,0,1,1.5,3.62
4147, 中裕,0,0,0, nan, nan, nan
4148, 全宇生技-KY,1.01,2.4,2.65, nan, nan, nan
4152, 台微體,0,0,0, nan, nan, nan
4153, 鈺緯,1.414,1.48,0, nan,3,2.59
4154, 康樂-KY,0.2,0,0, nan, nan,1
4155, 訊映,1.064,2.25,1.52,1.55, nan, nan
4157, 太景*-KY,0,0,0, nan, nan, nan
4160, 創源,0.206,0.63,0.4, nan, nan, nan
4161, 聿新科,0.436,0.5,0,0.15,0.5,1.03
4162, 智擎,1.8,1,2,3,2,1
4163, 鐿鈦,4.46,4.5,2.3,6,4.5,5
4164, 承業醫,1.578,1.79,1.1,1,2,2
4167, 展旺,0,0,0, nan,0, nan
4168, 醣聯,0,0,0, nan, nan, nan
4171, 瑞基,0,0,0, nan, nan, nan
4173, 久裕,0.598,1.04,0.3,0.54,0.3,0.81
4174, 浩鼎,0,0,0, nan, nan, nan
4175, 杏一,3.06,2.3,2.6,3.2,4,3.2
4183, 福永生技,0.36,0.7,0.3,0.8, nan, nan
4188, 安克,0,0,0, nan,0, nan
4190, 佐登-KY,3.1,4.5,2.5,3.5,5, nan
4192, 杏國,0,0,0, nan,0, nan
4198, 環瑞醫,0,0,0, nan, nan, nan
4205, 中華食,2.38,2.8,3,2.6,2,1.5
4207, 環泰,0.262,0.3,0.8, nan, nan,0.21
4303, 信立,6.32,1.2,30, nan,0.3,0.1
4304, 勝昱,0,0,0, nan, nan, nan
4305, 世坤,2.3,2.6,2.4,2.4,2.3,1.8
4306, 炎洲,0.428,0.49,0.6,0.3,0.5,0.25
4401, 東隆興,3.14,2,3,3.6,3.6,3.5
4402, 福大,0,0,0, nan, nan, nan
4406, 新昕纖,0,0,0, nan, nan, nan
4413, 飛寶企業,0,0, nan, nan, nan, nan
4414, 如興,0,0,0,0, nan,0
4416, 三圓,3,2,2,2,4.5,4.5
4417, 金洲,1.9,2.5,1.8,2.4,1.8,1
4419, 元勝,0,0,0, nan, nan, nan
4420, 光明,1.412,1.6,1.2,1.2,2.06,1
4426, 利勤,0.512,0.36,0.4,0.6,0.6,0.6
4429, 聚紡,0.3,0,0,0.5,0.5,0.5
4430, 耀億,1.18,1.5,1,1,1.2,1.2
4432, 銘旺實,2.498,1.16,0.93,2.4,4,4
4433, 興采,0.84,0.88,0.5,1.02,1,0.8
4438, 廣越,4.792,6,4.56,6.2,7.2, nan
4439, 冠星-KY,0,0, nan, nan, nan, nan
4502, 健信,0.41,0.3,1.25,0.5, nan, nan
4503, 金雨,0.1,0.5,0, nan, nan, nan
4506, 崇友,2.22,2.6,3.1,2.2,1.7,1.5
4510, 高鋒,0.78,0.65,0.55,0.7,0.8,1.2
4513, 福裕,0.26,0.8,0, nan,0.5, nan
4523, 永彰,0.16,0,0.1,0.2,0.2,0.3
4526, 東台,0.52,0.3,0,0.5,0.8,1
4527, 方土霖,1.96,2,2,2.2,1.8,1.8
4528, 江興鍛,1.9,2.1,2.2,1.7,2,1.5
4529, 淳紳,0,0,0, nan, nan, nan
4530, 宏易,0,0,0, nan, nan, nan
4532, 瑞智,1.766,1.2,1.75,2.28,1.6,2
4533, 協易機,0.52,0.45,0.45,0.6,0.5,0.6
4534, 慶騰,0.524,0,0.3,1.22,0.5,0.6
4535, 至興,2.06,1.15,2.15,2.25,2.25,2.5
4536, 拓凱,4.8,5.5,3,6,5,4.5
4538, 大詠城,0.62,1.2,1.4,0.5, nan, nan
4540, 全球傳動,1.02,3.6,1.2,0.3, nan, nan
4541, 晟田,0.758,1.09,0.3,0.3,0.9,1.2
4542, 科嶠,1.32,1.2,1.8, nan,0.6,3
4543, 萬在,0.58,1,0.3,0.4,1.2, nan
4545, 銘鈺,1.72,0.35,0.5,2.25,5.5, nan
4549, 桓達,3.62,4,4,3.5,2.8,3.8
4550, 長佳,1.408,1.25,1.27,1.97,1.3,1.25
4551, 智伸科,4.23,3.1,6.35,4.6,3.25,3.85
4552, 力達-KY,3.06,2.3,5,8, nan, nan
4554, 橙的,0.52,0,0,0.8,1.8, nan
4555, 氣立,2.52,2,2,2,3.1,3.5
4556, 旭然,0.544,1.25,0.36,0.36,0.75, nan
4557, 永新-KY,4,5,5,5,5, nan
4560, 強信-KY,1.51,3.47,2.48,1.6, nan, nan
4561, 健椿,0.478,1,0.69,0.7, nan, nan
4562, 穎漢,1,1.5,2,1.5, nan, nan
4563, 百德,1.9,3,3.5,3, nan, nan
4564, 元翎,0.98,2.5,1.2,1.2, nan, nan
4566, 時碩工業,1.076,1.99,2.39,1, nan, nan
4568, 科際精密,1.782,4.48,4.43, nan, nan, nan
4571, 鈞興-KY,0,0, nan, nan, nan, nan
4572, 駐龍,0.1,0,0.5, nan, nan, nan
4576, 大銀微系統,0,0, nan, nan, nan, nan
4580, 捷流閥業,0,0, nan, nan, nan, nan
4609, 唐鋒,0,0,0, nan, nan, nan
4702, 中美實,0,0, nan, nan, nan, nan
4706, 大恭,1.06,1,1.1,1.3,0.9,1
4707, 磐亞,0.26,0.1,0.1,1,0.1, nan
4711, 永純,0.88,0.5,1.2,1.4,0.7,0.6
4712, 南璋,0,0,0, nan, nan, nan
4714, 永捷,0.636,1.58,0.47,0.37,0.5,0.26
4716, 大立,0.28,0.4,0.15,0.35,0.25,0.25
4720, 德淵,0.45,0.15,0.2,0.6,1,0.3
4721, 美琪瑪,1.89,2.8,2.4,1.55,1.4,1.3
4722, 國精化,2.02,1.8,1.5,2.5,2.8,1.5
4725, 信昌化,0,0,0, nan, nan, nan
4726, 永昕,0,0,0, nan, nan, nan
4728, 雙美,0.422,1.2,0.3, nan, nan,0.61
4729, 熒茂,0,0,0, nan, nan, nan
4735, 豪展,1.592,2.3,2.27,2.01,1,0.38
4736, 泰博,5.218,7.99,4.9,3,5,5.2
4737, 華廣,2.644,2,4.14,4.14,2,0.94
4739, 康普,2.306,3.2,3.01,2.7,1.6,1.02
4741, 泓瀚,1.69,1.95,3,3.5, nan, nan
4743, 合一,0.02,0,0, nan, nan,0.1
4744, 皇將,0.9,1.5,1,2, nan, nan
4745, 合富-KY,1.748,0.3,0.2,2,2.6,3.64
4746, 台耀,1.868,0.5,2,2.88,1.98,1.98
4747, 強生,1.85,1.65,1.8,1.9,1.75,2.15
4754, 國碳科,1.74,1.5,2.6,2.6,2, nan
4755, 三福化,1.72,2.7,2.6,1.6,1,0.7
4760, 勤凱,0.62,1.4,0.9,0.8, nan, nan
4763, 材料-KY,3.8,4,5,5,5, nan
4764, 雙鍵,1.98,5,2.7,2.2, nan, nan
4766, 南寶,2,5,5, nan, nan, nan
4767, 誠泰科技,0.54,1.2,1.5, nan, nan, nan
4803, VHQ-KY,2.65,6.95,3.3,2,1, nan
4804, 大略-KY,1,0,0.5,3,1,0.5
4806, 昇華,0.7,0,0,2,1.5, nan
4807, 日成-KY,2,4,3,3, nan, nan
4903, 聯光通,0.096,0,0, nan,0.16,0.32
4904, 遠傳,3.75,3.75,3.75,3.75,3.75,3.75
4905, 台聯電,1.328,2.55,2.07,0.52,1,0.5
4906, 正文,0.71,0,0.99,1.46,0.6,0.5
4907, 富宇,0.6,1.5,1.5, nan, nan, nan
4908, 前鼎,0.904,0.86,0.81,0.65,0.4,1.8
4909, 新復興,1.02,0.7,0.6,1.2,1.3,1.3
4911, 德英,0.02,0,0, nan, nan,0.1
4912, 聯德控股-KY,3.9,2.5,2.5,4,6,4.5
4915, 致伸,2.4,2.4,3.2,2.5,2.1,1.8
4916, 事欣科,1.292,2.47,0.99,1,0.5,1.5
4919, 新唐,2.08,2.5,2.5,2.4,1.8,1.2
4924, 欣厚-KY,0,0,0, nan, nan, nan
4927, 泰鼎-KY,1.648,2.46,0,0.78,2.5,2.5
4930, 燦星網,0.86,0,0,0.3, nan,4
4931, 新盛力,0.14,0,0.2,0.5, nan, nan
4933, 友輝,1.406,1.61,0.8,1.35,1.25,2.02
4934, 太極,0.208,0,0, nan,0.6,0.44
4935, 茂林-KY,2.06,0.8,1,3,3.5,2
4938, 和碩,4.294,3.5,4,4.93,5,4.04
4939, 亞電,0.34,0.5,0.5, nan, nan,0.7
4942, 嘉彰,1.592,2.5,1.2,1.5,1.26,1.5
4943, 康控-KY,2.33,5.15,5,1.5, nan, nan
4944, 兆遠,0.024,0,0, nan, nan,0.12
4946, 辣椒,0.1,0,0.5, nan, nan, nan
4947, 昂寶-KY,7.58,7.2,8,8.2,6,8.5
4950, 牧東,0.426,0,0,1.05,0.5,0.58
4952, 凌通,3,2.5,3,3.5,3.2,2.8
4953, 緯軟,1.164,1.7,0.5,1.1,1.02,1.5
4956, 光鋐,0.2,0,0.5, nan, nan,0.5
4958, 臻鼎-KY,3.626,4.46,3.3,2.2,4.5,3.67
4960, 誠美材,0.6,0,0, nan,0.5,2.5
4961, 天鈺,0.6,1.3,0.5,1.2, nan, nan
4966, 譜瑞-KY,8.666,12.31,12.22,8.88,4.94,4.98
4967, 十銓,0.8,2,2, nan, nan, nan
4968, 立積,0.85,1.49,0.63,1.68,0.45, nan
4971, IET-KY,1.674,0.99,2,2,2,1.38
4972, 湯石照明,2.392,2.36,2.3,2.7,2.8,1.8
4973, 廣穎,1.34,1.2,1,1.8,1.2,1.5
4974, 亞泰,2.738,3.1,2.75,2.49,2.65,2.7
4976, 佳凌,0.062,0,0,0, nan,0.31
4977, 眾達-KY,4.3,3.56,4.64,4.8,4,4.5
4979, 華星光,0.8,0,0, nan,3,1
4987, 科誠,4.64,5,4.7,3.5,5,5
4989, 榮科,0.96,1.6,3.2, nan, nan, nan
4991, 環宇-KY,0.72,1.19,0.98,0.95,0.24,0.24
4994, 傳奇,0.25,0,0, nan,0.25,1
4995, 晶達,2.346,2.15,2.26,1.8,2.52,3
4999, 鑫禾,3.32,3.5,3,3.1,3,4
5007, 三星,2.6,3,3,2.5,2,2.5
5009, 榮剛,0.512,0.45,0.31,0.4,0.6,0.8
5011, 久陽,0.75,1,0,0.5,0.65,1.6
5013, 強新,0.82,0.5,0.8,2,0.6,0.2
5014, 建錩,0.31,0,0.3,0.8, nan,0.45
5015, 華祺,2.96,4.2,3.1,2.5,2,3
5016, 松和,2.24,2.5,3,2.5,1.2,2
5102, 富強,0.78,0.8,1,0.7,0.7,0.7
5201, 凱衛,0.78,1.4,0.3, nan,1.1,1.1
5202, 力新,0.086,0.43,0, nan, nan, nan
5203, 訊連,3.472,2.99,1.69,1.7,4,6.98
5205, 中茂,0,0,0, nan, nan, nan
5206, 坤悅,0.42,0.7,0.7,0.2,0.5, nan
5209, 新鼎,2.646,2.78,2.88,2.51,2.53,2.53
5210, 寶碩,0.062,0,0, nan, nan,0.31
5211, 蒙恬,0.472,0,0.32,0.61,0.59,0.84
5212, 凌網,0.804,1.5,0.8,0.72,0.75,0.25
5213, 亞昕,1.154,2,0.97,0.5,1.2,1.1
5215, 科嘉-KY,2.5,2.5,1,3,3,3
5220, 萬達光電,1.62,3,2.6,2.5, nan, nan
5223, 安力-KY,0.86,2.3,2, nan, nan, nan
5225, 東科-KY,2.224,1.3,0.7,1.12,3,5
5227, 立凱-KY,0,0,0, nan, nan, nan
5230, 雷笛克光學,1.264,1.22,1.8,1.2,1.1,1
5234, 達興材料,3.14,5,3.5,3,2,2.2
5243, 乙盛-KY,1.754,1.5,2,1.5,1.2,2.57
5245, 智晶,3.226,1.5,5,5,2.37,2.26
5251, 天鉞電,1.492,0,0.6,1.36,2.01,3.49
5258, 虹堡,0.48,0,0.4,2, nan, nan
5263, 智崴,2.99,4,4,2.5,2.5,1.95
5264, 鎧勝-KY,4.54,1,2.5,4,8,7.2
5269, 祥碩,5.7,12,6,4.5,3,3
5272, 笙科,1.222,0,1.5,1.11,1,2.5
5274, 信驊,12,18,15,12,8,7
5276, 達輝-KY,1.246,0.54,0.67,1.02,2,2
5278, 尚凡,1.192,5,0, nan, nan,0.96
5281, 大峽谷-KY,0.546,1,1,0.2,0.53, nan
5283, 禾聯碩,4,9,7,4, nan, nan
5284, jpp-KY,2.768,2.6,3.17,2.56,3.11,2.4
5285, 界霖,2.31,3.54,3.16,1.55,1.8,1.5
5287, 數字,12.6,12.5,15.5,10.5,12,12.5
5288, 豐祥-KY,4.302,5,4,4,5.01,3.5
5289, 宜鼎,4.99,6,5.61,4.37,4.47,4.5
5291, 邑昇,0.578,0.8,0, nan,0.31,1.78
5299, 杰力,1.728,5.1,2.75,0.79, nan, nan
5301, 寶得利,0.06,0,0, nan,0.15,0.15
5302, 太欣,0,0,0, nan, nan, nan
5304, 鼎創達,0,0,0, nan, nan, nan
5305, 敦南,1.44,2.2,1.6,1.2,1.2,1
5306, 桂盟,3.25,4.5,4.5,3.25,2.5,1.5
5309, 系統電,0,0,0, nan, nan, nan
5310, 天剛,0.06,0,0, nan,0.3,0
5312, 寶島科,3.68,3.8,3.8,3.6,3.6,3.6
5314, 世紀,0,0,0, nan, nan, nan
5315, 光聯,0.994,1.47,1,2.5, nan, nan
5321, 友銓,0,0,0, nan, nan, nan
5324, 士開,0,0,0, nan, nan, nan
5328, 華容,0.062,0,0,0.31, nan, nan
5340, 建榮,0,0,0, nan, nan, nan
5344, 立衛,0,0,0, nan, nan, nan
5345, 天揚,0.06,0,0, nan,0.3, nan
5347, 世界,2.88,3.2,3,3,2.6,2.6
5348, 系通,0,0,0, nan, nan, nan
5349, 先豐,1.39,0,0,1.24,2.57,3.14
5351, 鈺創,0.04,0,0, nan, nan,0.2
5353, 台林,0.564,1.12,0.6,0.4,0.28,0.42
5355, 佳總,0.07,0,0, nan, nan,0.35
5356, 協益,3.5,2,2,4,4,5.5
5364, 力麗店,0.4,0,0,1,1, nan
5371, 中光電,2.7,3.5,3,2,1.5,3.5
5381, 合正,0,0,0, nan, nan, nan
