代號, 名稱, y18, y17, y16, y15, y14
6674, 鋐寶科技,1.8,1.8, nan, nan, nan
6679, 鈺太,1.6,0.58, nan, nan, nan
6680, 鑫創電子,0,3, nan, nan, nan
6683, 雍智科技,3,2, nan, nan, nan
6690, 安碁資訊,0, nan, nan, nan, nan
6697, 東捷資訊,0, nan, nan, nan, nan
6698, 旭暉應材,0, nan, nan, nan, nan
6706, 惠特,0, nan, nan, nan, nan
6715, 嘉基,0, nan, nan, nan, nan
6803, 崑鼎,10.82,9.65,11.34,9.69,9.26
7402, 邑錡,1.2,0.35,1.91,2.2, nan
8011, 台通,0,0,0.54, nan,1.02
8016, 矽創,5,5.5,6,5,4.5
8021, 尖點,1.2,0.4,0.91,1.35,1.22
8024, 佑華,0.3,0.3,0.15,0.2,0.5
8027, 鈦昇,0.3,0,0,0.3,1.2
8028, 昇陽半導體,1.6,1.3,1.5, nan, nan
8032, 光菱,2,1.7,1.8,1.3,2.3
8033, 雷虎,0,0, nan, nan,0
8034, 榮群,0,0, nan, nan, nan
8038, 長園科,0,0, nan, nan, nan
8039, 台虹,2.5,2.5,2,2,3
8040, 九暘,0,0, nan, nan, nan
8042, 金山電,2,2.94,3.47,3,3
8043, 蜜望實,2.6,0.8,1,0.8,1
8044, 網家,0,0,5.58,5.24,4.52
8046, 南電,0.7,0.5,0.8,1,1.3
8047, 星雲,0,0.35,0.35,0.35,0.35
8048, 德勝,2.2,2.2,2.02,2.5,1.5
8049, 晶采,2,1.4,1.3,0.85,0.31
8050, 廣積,2,2.51,0.38,3.49,3.33
8054, 安國,1,1,0.8,1,1.52
8059, 凱碩,0,0,0.2,0.5,0.6
8064, 東捷,1,0,0.85,0.5,1
8066, 來思達,10,8,2,8,4
8067, 志旭,0,0, nan, nan, nan
8068, 全達,0,0, nan, nan, nan
8069, 元太,2.09,1.64,1.5,0.48, nan
8070, 長華,12,11,10,7,3.5
8071, 能率網通,0.42,0.15,0.2,0.2,0.1
8072, 陞泰,0.5,0.5,0.5,1,1.43
8074, 鉅橡,1.24,1.39,1.67,1.5,1.3
8076, 伍豐,1,0.7,0.7,0.72,0.5
8077, 洛碁,0,0, nan, nan, nan
8080, 永利聯合,0, nan, nan, nan, nan
8081, 致新,5,4.5,5,5,6
8083, 瑞穎,8.8,8.5,8.5,7.8,7.5
8084, 巨虹,0,0, nan, nan, nan
8085, 福華,0,0, nan, nan, nan
8086, 宏捷科,1.5,1.4,2.4,4.75,1.95
8087, 華鎂鑫,0,0.1, nan, nan, nan
8088, 品安,0.44,0.19,1.06,1.48,1.6
8091, 翔名,5.63,8.1,3.63,3,3.42
8092, 建暐,0,0, nan, nan, nan
8093, 保銳,0,0, nan, nan, nan
8096, 擎亞,0,0.2, nan,0.08, nan
8097, 常珵,0,0, nan, nan, nan
8099, 大世科,0.52,1.62,1.14,1,1.7
8101, 華冠,0,0, nan, nan, nan
8103, 瀚荃,1,1,1.8,0.3,2.93
8104, 錸寶,3,5,5, nan, nan
8105, 凌巨,0,0.2,0.2,0.1, nan
8107, 大億金茂,1,7, nan,0.71, nan
8109, 博大,4.5,4,4.5,4.5,4.3
8110, 華東,0.3,0.85,0.25,0.21,0.35
8111, 立碁,0.45,0, nan, nan, nan
8112, 至上,3,2.8,2.48,0.94,1.1
8114, 振樺電,6.2,6.2,7.94,7.75,7.5
8121, 越峰,0,0, nan, nan, nan
8131, 福懋科,2.5,2.5,2,2,1.4
8147, 正淩,0.55,2,2,2,1.84
8150, 南茂,1.2,0.3,1,2.09,2.22
8155, 博智,5.6,5.5,2.93,2,2
8163, 達方,3.5,2,2,2,0.3
8171, 天宇,0,0, nan, nan, nan
8176, 智捷,0.6,0.55,0.3, nan, nan
8182, 加高,1.1,1,0.65,0.7,0.8
8183, 精星,0.4,0.4,0.3, nan,0.25
8201, 無敵,0,0, nan, nan, nan
8210, 勤誠,4,3,3,2.6,3
8213, 志超,2.18,1.51,1.5,2,3.5
8215, 明基材,0.6,0.9, nan,1.2,1.3
8222, 寶一,0.5,0.3,0.8,0.8,0.5
8234, 新漢,0.7,0.6,1.5,1.25,1.99
8240, 華宏,0.85,0, nan,0.5,1.2
8249, 菱光,1.3,1.6,1.6,1.8,1.9
8255, 朋程,5,6,5,6.5,6
8261, 富鼎,1,0.45,0.7,1,0.4
8271, 宇瞻,2.5,2.6,2.4,2,2.2
8277, 商丞,0,0, nan, nan, nan
8279, 生展,2.5,1,1,0.5, nan
8287, 英格爾,0,0,1.2,0.6,0.3
8289, 泰藝,0.4,0.3,0.5,0.6,0.65
8291, 尚茂,0,0, nan, nan, nan
8299, 群聯,13,17,14,12,11.2
8341, 日友,6.5,6,4.5,3.5,2.2
8342, 益張,3.5,2.99,5.8, nan, nan
8349, 恒耀,4.66,5.49,4.85,4,4
8354, 冠好,0.6,0.5,0.5,0.7,0.8
8358, 金居,2.2,3,0, nan, nan
8367, 建新國際,1,1,1.1, nan, nan
8374, 羅昇,0.5,0.5,0.1, nan, nan
8383, 千附,2.5,2.7,2.7,2.2,1.97
8390, 金益鼎,0.45,0.3,0.1,0.2,0.2
8401, 白紗科,0.85,1.28,0.4,0.6,1.14
8403, 盛弘,0.5,0.5,1,1.49,0.49
8404, 百和興業-KY,0.2,0.3,0.2,0.3,1.2
8406, 金可-KY,5,6.8,6.8,6.8,6.6
8409, 商之器,0,0, nan, nan, nan
8410, 森田,1.75,1.65,1.5,0.3,2
8411, 福貞-KY,0,0.35,0.35,0.3,0.84
8415, 大國鋼,2.4,1,1,0.6, nan
8416, 實威,7.5,6,6,6,5.5
8418, 捷必勝-KY,0,0,0.2, nan,0.2
8420, 明揚,0.8,0.5,1.2,1.2,0.2
8421, 旭源,0.35,0.3,1.18,0.5, nan
8422, 可寧衛,10,11,11.5,10,8
8423, 保綠-KY,1,0.5,0.55,0.5,0.5
8424, 惠普,3.8,3.5,3,2.5,2.5
8426, 紅木-KY,0,1.7,4.5,2.5,3
8427, 基勝-KY,0,0.35,4,3.6,1.5
8429, 金麗-KY,0.13,0.13,0.7,0.4,0.7
8431, 匯鑽科,0,0, nan, nan,1.32
8432, 東生華,1.6,2.1,3.1,2.1,2
8433, 弘帆,3,5.05,6.06,5.5,3.5
8435, 鉅邁,3.2,3.3,3,3.15,3
8436, 大江,6.95,2.69,3.52,1.5,1
8437, 大地-KY,8.25,7.09,6.33,4.65,3.5
8440, 綠電,0.5,0.86,0.75, nan, nan
8442, 威宏-KY,1.5,0,2.2, nan, nan
8443, 阿瘦,0.43,0.28,0.3,1.5,1.73
8444, 綠河-KY,2,4.2,3.2,2.2,2
8446, 華研,6,5,5,4.5,2
8450, 霹靂,0.8,0,2,2.56,1.4
8454, 富邦媒,9,8,8,7,8.48
8455, 大拓-KY,0.17,0.11,0.12,0.08, nan
8462, 柏文,5.29,3.42,1.06,1.87, nan
8463, 潤泰材,0.7,0.83,1.1,1,2.16
8464, 億豐,10,10,10,8.08, nan
8466, 美吉吉-KY,3,6,7, nan, nan
8467, 波力-KY,2.5,1.5,1.54,2, nan
8472, 夠麻吉,0.55,1,2.77,3.95, nan
8473, 山林水,2.56,3,3.2,3, nan
8476, 台境,0,0,1, nan, nan
8477, 創業家,1.88,0.82,2.38,1.45, nan
8478, 東哥遊艇,2,2.07,0.65, nan, nan
8480, 泰昇-KY,5.3,4,6, nan, nan
8481, 政伸,3,3,2.2, nan, nan
8482, 商億-KY,8, nan, nan, nan, nan
8488, 吉源-KY,0.5,1.2,2, nan, nan
8489, 三貝德,5,5,1.6, nan, nan
8497, 格威傳媒,3.5,3,2.9, nan, nan
8499, 鼎炫-KY,5,5.05, nan, nan, nan
8905, 裕國,1,1,1,0.7,1
8906, 花王,0.11,0, nan, nan, nan
8908, 欣雄,0.9,0.78,1.2,0.6,0.8
8916, 光隆,3.37,2.99,3.58,3,2.97
8917, 欣泰,2.1,1.5,1.23,1,1
8921, 沈氏,0.35,0.26,0.79,0.76,1
8923, 時報,0.85,0.9,0.9,0.85,0.85
8924, 大田,1.2,3.4, nan, nan, nan
8926, 台汽電,1.5,1.3,1.2,1.3,1.6
8927, 北基,0.2,0.11, nan, nan, nan
8928, 鉅明,1.5,1.5,1.5,2.5,2
8929, 富堡,0.7,1.5,1.5,0.7,1.2
8930, 青鋼,0.6,0.7,0.7, nan,0.5
8931, 大汽電,0.6,0.9,0.8,0.4,0.5
8932, 宏大,0.6,0, nan, nan, nan
8933, 愛地雅,0,0,0.2,0.5,0.4
8934, 衡平,0,0, nan, nan,0
8935, 邦泰,0,0, nan, nan, nan
8936, 國統,0.1,0, nan,0.5,2.1
8937, 合騏,0.11,0, nan,0.11,0.24
8938, 明安,2.2,2.6,1.3,0.7,0.5
8940, 新天地,0,0, nan, nan, nan
8941, 關中,3,8,3,1.5,0.5
8942, 森鉅,5.56,3.02,5.25,6,4
8996, 高力,2,1,3,1.5,1.2
9802, 鈺齊-KY,3.63,4.11,3.19,2,2.47
9902, 台火,0.3,0, nan,0.2, nan
9904, 寶成,1.5,2,1.5,1.5,1.5
9905, 大華,1,1.7,1.5,1.5,2
9906, 欣巴巴,0,0,0, nan, nan
9907, 統一實,0.47,0.5,0.38,0.32,0.45
9908, 大台北,1.1,1.1,1,1,1
9910, 豐泰,6.7,5,5.2,5,3.7
9911, 櫻花,2.65,2.6,2.5,1.3,1.3
9912, 偉聯,0, nan, nan, nan,1
9914, 美利達,3.5,2,4,5.5,6.8
9917, 中保科,4,4,3.5,4,4
9918, 欣天然,1.15,1.2,1.15,1.2,1.1
9919, 康那香,0.2,0.35,0.2,0.3,0.35
9921, 巨大,4.6,3.5,5,6.2,6.6
9924, 福興,2.4,2,2.8,2.8,2
9925, 新保,2,2,2,2,1.9
9926, 新海,1.5,1.6,1.6,1.3,1.2
9927, 泰銘,1.38,3,2.5,2,2.5
9928, 中視,0, nan,0, nan, nan
9929, 秋雨,0, nan, nan, nan, nan
9930, 中聯資源,2,1,2.8,3.5,4.2
9931, 欣高,1.3,1.2,1.2,1,1.3
9933, 中鼎,2.25,3.23,2.6,2.4,2.23
9934, 成霖,1.3,1.5,0.98,1.2,0.5
9935, 慶豐富,0.33,0, nan, nan, nan
9937, 全國,2,2,2,1.4,1.2
9938, 百和,2.6,3,3,2,2
9939, 宏全,2.3,2.5,2.5,2,2.2
9940, 信義,1.3,2.5,1,0.7,1
9941, 裕融,5.5,5.9,4.81,4.74,5.1
9942, 茂順,4.2,4.2,4,4,4
9943, 好樂迪,5.4,4,4,4,4
9944, 新麗,0,0.3,0.3,0.3,0.39
9945, 潤泰新,2,2,0, nan,4
9946, 三發地產,0.3,0.6,0.5,1,0
9949, 琉園,0,0, nan, nan,0.3
9950, 萬國通,0,0,0.3,0.34,0.44
9951, 皇田,4.2,5.3,5.8,5.5,5.4
9955, 佳龍,0, nan, nan, nan, nan
9958, 世紀鋼,0.3,0.3,0.3,0.4,0.1
9960, 邁達康,0.45,0,0.4,0.5,0.8
9962, 有益,0.9,0.65,0.6, nan,0.2
#! Qfresh = 19Q3,,,,,,
#! since = 14,,,,,,
#! table = div,,,,,,
#! field = 現金股利,,,,,,
